947.9,653.1,119.9,
947.9,653.5,120.3,
947.9,653.0,119.8,
947.9,653.7,120.5,
947.9,653.5,120.3,
947.9,652.7,119.5,
947.9,653.7,120.5,
947.9,653.1,119.9,
947.9,653.4,120.2,
947.9,653.5,120.3,
947.9,653.5,120.3,
947.9,654.5,121.4,
947.9,654.9,121.8,
947.9,653.5,120.3,
947.9,653.0,119.8,
947.9,653.4,120.2,
947.9,653.6,120.4,
948.0,653.2,120.0,
947.9,653.4,120.2,
947.9,653.9,120.7,
948.0,653.1,119.9,
947.9,653.0,119.8,
947.9,653.8,120.6,
948.0,652.6,119.4,
947.9,653.3,120.1,
947.9,653.6,120.4,
948.0,653.6,120.4,
947.9,653.5,120.3,
947.9,654.0,120.8,
947.9,654.1,120.9,
947.9,653.3,120.1,
947.9,653.6,120.4,
947.9,653.3,120.1,
947.9,653.8,120.6,
947.9,653.5,120.3,
947.9,653.7,120.5,
948.0,653.7,120.5,
947.9,654.2,121.0,
948.0,653.1,119.9,
947.9,653.6,120.4,
947.9,653.9,120.7,
948.0,653.4,120.2,
948.0,653.9,120.7,
948.0,653.4,120.2,
948.0,652.8,119.6,
948.0,653.4,120.2,
947.9,653.1,119.9,
947.9,653.1,119.9,
947.9,653.6,120.4,
948.0,653.3,120.1,
948.0,653.6,120.4,
947.9,653.3,120.1,
947.9,652.6,119.4,
948.0,653.4,120.2,
947.9,653.0,119.8,
948.0,653.4,120.2,
948.0,652.9,119.7,
948.0,653.4,120.2,
948.0,653.6,120.4,
948.0,651.9,118.6,
948.0,653.0,119.8,
948.0,652.6,119.4,
948.0,654.0,120.8,
948.0,653.6,120.4,
948.0,652.8,119.6,
948.0,653.5,120.3,
948.0,653.2,120.0,
948.0,653.8,120.6,
948.0,653.7,120.5,
948.0,653.7,120.5,
948.0,653.6,120.4,
948.0,653.2,120.0,
948.0,653.5,120.3,
947.9,653.3,120.1,
947.9,653.4,120.2,
948.0,654.1,120.9,
947.9,653.4,120.2,
947.9,653.8,120.6,
948.0,653.5,120.3,
948.0,653.8,120.6,
948.0,653.7,120.5,
947.9,653.4,120.2,
948.0,653.7,120.5,
948.0,653.5,120.3,
947.9,653.6,120.4,
947.9,655.2,122.1,
947.9,654.1,120.9,
948.0,654.1,120.9,
948.0,653.1,119.9,
948.0,654.5,121.4,
947.9,656.2,123.2,
948.0,653.7,120.5,
948.0,653.9,120.7,
948.0,653.5,120.3,
948.0,653.5,120.3,
948.0,653.6,120.4,
948.0,653.1,119.9,
948.0,653.3,120.1,
947.9,653.4,120.2,
948.0,653.1,119.9,
948.0,653.4,120.2,
948.0,653.6,120.4,
948.0,654.4,121.3,
948.0,653.9,120.7,
948.0,653.3,120.1,
948.0,653.2,120.0,
948.0,653.2,120.0,
948.0,654.1,120.9,
947.9,653.6,120.4,
947.9,653.4,120.2,
948.0,654.3,121.2,
948.0,654.2,121.0,
948.0,653.1,119.9,
948.0,653.5,120.3,
947.9,653.8,120.6,
948.0,653.3,120.1,
948.0,652.9,119.7,
947.9,653.7,120.5,
948.0,651.1,117.8,
948.0,653.4,120.2,
